Accident_No,Surface_Cond_Desc,Atmosph_Cond_Desc,Accident_Type_Desc,Day,Light_Condition_Desc,Speed_Zone,Accident_Date,Accident_Time,Alcohol_Influence,Total_Persons_Inv,Inj_Or_Fatal,Lat,Long,LGA
T20150015026,Dry,Clear,Collision with a fixed object,Saturday,Dark No street lights,80,2015/07/18,22:52:00,Yes,3.0,3.0,-36.40930748,145.4599435,GREATER SHEPPARTON
T20150015027,Wet,Clear,Collision with a fixed object,Sunday,Dark No street lights,80,2015/07/19,05:30:00,Yes,1.0,1.0,-37.55916322,143.919219,BALLARAT
T20150015039,Dry,Clear,Collision with vehicle,Sunday,Day,110,2015/07/19,10:20:00,No,2.0,2.0,-36.98622544,144.2536233,MOUNT ALEXANDER
T20150015043,Wet,Clear,Collision with vehicle,Friday,Day,100,2015/07/17,14:28:00,No,4.0,4.0,-37.6561034,142.3109682,SOUTHERN GRAMPIANS
T20150015046,Dry,Clear,Collision with a fixed object,Saturday,Dark No street lights,100,2015/07/18,19:30:00,Yes,1.0,1.0,-37.89830159,146.7984486,WELLINGTON
T20150015050,Dry,Clear,Vehicle overturned (no collision),Sunday,Day,100,2015/07/19,12:30:00,No,1.0,1.0,-37.87063875,147.9287399,EAST GIPPSLAND
T20150015055,Dry,Clear,Collision with vehicle,Sunday,Day,50,2015/07/19,12:45:00,No,3.0,3.0,-37.82450031,147.6205671,EAST GIPPSLAND
T20150015056,Wet,Clear,Vehicle overturned (no collision),Sunday,Dark No street lights,100,2015/07/19,03:45:00,Yes,2.0,2.0,-38.02369194,142.9762214,MOYNE
T20150015066,Dry,Not known,Collision with a fixed object,Sunday,Dusk/Dawn,100,2015/07/19,06:40:00,No,1.0,1.0,-36.63954656,142.8030775,NORTHERN GRAMPIANS
T20150015068,Dry,Clear,Collision with a fixed object,Sunday,Dusk/Dawn,100,2015/07/19,17:10:00,Yes,1.0,1.0,-37.2860733,144.7780495,MACEDON RANGES
T20150015075,Dry,Clear,Collision with vehicle,Sunday,Day,50,2015/07/19,15:27:00,No,3.0,2.0,-38.19832988,146.5612821,LATROBE
T20150015077,Dry,Clear,Collision with vehicle,Sunday,Dusk/Dawn,80,2015/07/19,17:05:00,Yes,3.0,2.0,-37.59359467,143.7049911,GOLDEN PLAINS
T20150015080,Dry,Clear,Collision with a fixed object,Sunday,Day,70,2015/07/19,15:45:00,No,1.0,1.0,-38.20121138,144.3413497,GREATER GEELONG
T20150015083,Dry,Clear,Collision with vehicle,Saturday,Day,60,2015/07/18,11:00:00,No,4.0,3.0,-38.12299602,144.3514408,GREATER GEELONG
T20150015095,Icy,Clear,Collision with a fixed object,Monday,Dark No street lights,100,2015/07/20,06:10:00,No,1.0,1.0,-37.47068007,143.8483705,BALLARAT
T20150015102,Unknown,Not known,Collision with vehicle,Sunday,Day,80,2015/07/19,15:30:00,No,4.0,1.0,-37.53096044,145.4621286,MURRINDINDI
T20150015103,Dry,Clear,Collision with a fixed object,Monday,Dusk/Dawn,100,2015/07/20,06:10:00,No,1.0,1.0,-36.6684804,144.5207037,GREATER BENDIGO
T20150015107,Dry,Clear,Collision with vehicle,Saturday,Day,80,2015/07/18,13:00:00,No,3.0,1.0,-37.62923145,143.8899882,BALLARAT
T20150015118,Dry,Clear,Collision with a fixed object,Monday,Day,100,2015/07/20,09:55:00,No,1.0,1.0,-37.48120933,144.5564908,MACEDON RANGES
T20150015123,Dry,Clear,Collision with vehicle,Monday,Day,100,2015/07/20,13:26:00,No,3.0,2.0,-36.6385717,142.2594814,HORSHAM
T20150015130,Dry,Clear,Collision with vehicle,Monday,Day,60,2015/07/20,15:30:00,No,3.0,1.0,-38.17500686,144.3392111,GREATER GEELONG
T20150015131,Dry,Clear,Collision with vehicle,Monday,Day,100,2015/07/20,10:30:00,No,2.0,1.0,-36.04939001,145.4318254,MOIRA
T20150015135,Dry,Clear,Vehicle overturned (no collision),Monday,Day,100,2015/07/20,15:25:00,No,1.0,1.0,-37.32291168,145.036111,MITCHELL
T20150015136,Dry,Clear,Collision with vehicle,Monday,Day,100,2015/07/20,14:20:00,No,2.0,2.0,-36.35536464,144.9498762,CAMPASPE
T20150015145,Dry,Clear,Collision with vehicle,Monday,Day,60,2015/07/20,15:25:00,No,4.0,2.0,-38.15933303,145.8356183,BAW BAW
T20150015150,Unknown,Not known,No collision and no object struck,Monday,Dusk/Dawn,80,2015/06/08,16:00:00,No,4.0,4.0,-38.78067757,143.6267264,COLAC OTWAY
T20150015160,Dry,Clear,Collision with a fixed object,Monday,Dark Street lights on,50,2015/07/20,04:50:00,Yes,2.0,2.0,-38.15264122,144.3344598,GREATER GEELONG
T20150015167,Dry,Clear,Collision with a fixed object,Tuesday,Dark No street lights,100,2015/07/21,06:00:00,Yes,1.0,1.0,-36.38392028,147.065651,INDIGO
T20150015171,Dry,Clear,Collision with a fixed object,Monday,Dark No street lights,80,2015/07/20,19:05:00,Yes,1.0,1.0,-37.51321328,143.8847789,BALLARAT
T20150015180,Wet,Fog,Collision with a fixed object,Tuesday,Dark No street lights,100,2015/07/21,06:10:00,No,1.0,1.0,-38.23283138,146.1660722,BAW BAW
T20150015186,Dry,Clear,Collision with vehicle,Tuesday,Day,60,2015/07/21,12:35:00,No,2.0,1.0,-37.75768062,142.0093542,SOUTHERN GRAMPIANS
T20150015192,Dry,Clear,Collision with vehicle,Tuesday,Day,50,2015/07/21,13:00:00,No,4.0,1.0,-37.5616595,143.8538601,BALLARAT
T20150015193,Dry,Clear,Collision with a fixed object,Tuesday,Day,100,2015/07/21,11:20:00,No,1.0,1.0,-37.93204075,141.2940398,GLENELG
T20150015198,Dry,Clear,Vehicle overturned (no collision),Tuesday,Day,100,2015/07/21,13:40:00,No,1.0,1.0,-36.4435404,143.6521196,LODDON
T20150015201,Dry,Clear,Collision with vehicle,Tuesday,Day,100,2015/07/21,13:00:00,No,3.0,3.0,-36.05870058,146.4284893,INDIGO
T20150015206,Dry,Clear,Collision with vehicle,Tuesday,Dusk/Dawn,50,2015/07/21,17:00:00,No,3.0,1.0,-35.33196576,143.5436326,SWAN HILL
T20150015209,Dry,Clear,Collision with a fixed object,Tuesday,Dark No street lights,100,2015/07/21,18:08:00,Yes,1.0,1.0,-36.5993684,145.9610254,BENALLA
T20150015218,Dry,Clear,Collision with vehicle,Tuesday,Dusk/Dawn,70,2015/07/21,17:35:00,No,3.0,1.0,-38.15743594,144.3508955,GREATER GEELONG
T20150015219,Dry,Clear,Struck Pedestrian,Tuesday,Dark Street lights on,50,2015/07/21,20:05:00,Yes,2.0,1.0,-38.37991985,142.5196585,WARRNAMBOOL
T20150015240,Dry,Clear,Collision with a fixed object,Tuesday,Day,60,2015/07/21,13:02:00,No,1.0,1.0,-36.4946502,144.6084504,GREATER BENDIGO
T20150015242,Dry,Clear,Collision with vehicle,Tuesday,Dusk/Dawn,60,2015/07/21,17:50:00,No,3.0,2.0,-38.16381211,144.3616143,GREATER GEELONG
T20150015251,Wet,Not known,Vehicle overturned (no collision),Wednesday,Day,60,2015/07/22,10:30:00,No,1.0,1.0,-38.18386894,144.3836702,GREATER GEELONG
T20150015254,Dry,Clear,Collision with vehicle,Sunday,Day,50,2015/04/12,16:30:00,Yes,2.0,1.0,-38.20075558,144.3247933,GREATER GEELONG
T20150015262,Dry,Clear,Collision with vehicle,Sunday,Day,60,2015/07/19,12:10:00,No,2.0,1.0,-37.55987809,143.8414471,BALLARAT
T20150015263,Muddy,Clear,collision with some other object,Wednesday,Day,100,2015/07/22,13:30:00,No,1.0,1.0,-37.50451297,145.3781642,MURRINDINDI
T20150015271,Dry,Clear,Struck Pedestrian,Wednesday,Day,50,2015/07/22,12:20:00,No,2.0,1.0,-34.30897228,142.1895405,MILDURA
T20150015272,Dry,Clear,No collision and no object struck,Saturday,Dark No street lights,80,2015/07/18,20:00:00,Yes,2.0,1.0,-38.3964,146.16479,SOUTH GIPPSLAND
T20150015273,Unknown,Not known,Collision with vehicle,Wednesday,Day,60,2015/07/22,10:00:00,No,2.0,1.0,-38.10516726,147.0680183,WELLINGTON
T20150015283,Dry,Clear,Collision with a fixed object,Wednesday,Dusk/Dawn,80,2015/07/22,17:15:00,No,3.0,1.0,-38.62166453,145.698593,BASS COAST
T20150015291,Dry,Clear,Struck animal,Wednesday,Dark No street lights,100,2015/07/22,18:45:00,Yes,2.0,1.0,-36.29872905,144.9329704,CAMPASPE
T20150015312,Wet,Clear,Vehicle overturned (no collision),Thursday,Dusk/Dawn,100,2015/07/23,07:05:00,No,1.0,1.0,-38.64221236,146.4509904,SOUTH GIPPSLAND
T20150015314,Dry,Clear,No collision and no object struck,Thursday,Day,100,2015/07/23,09:00:00,No,1.0,1.0,-38.49819683,145.4463908,BASS COAST
T20150015320,Wet,Fog,Collision with a fixed object,Thursday,Dusk/Dawn,100,2015/07/23,08:15:00,No,1.0,1.0,-37.12352999,144.75771,MITCHELL
T20150015328,Dry,Clear,Collision with vehicle,Thursday,Dusk/Dawn,100,2015/07/23,08:50:00,No,2.0,1.0,-38.26671642,144.4562609,GREATER GEELONG
T20150015330,Unknown,Not known,Struck Pedestrian,Thursday,Day,50,2015/07/02,15:30:00,No,2.0,1.0,-36.5517923,145.9833858,BENALLA
T20150015331,Dry,Clear,Collision with vehicle,Thursday,Day,100,2015/07/23,09:09:00,No,4.0,4.0,-38.13014514,144.261194,GREATER GEELONG
T20150015336,Dry,Clear,Collision with vehicle,Thursday,Day,60,2015/07/23,13:15:00,No,3.0,1.0,-37.59887027,143.8418899,BALLARAT
T20150015342,Unknown,Clear,No collision and no object struck,Saturday,Day,999,2015/05/16,14:00:00,Yes,1.0,1.0,-38.24594036,147.2689125,WELLINGTON
T20150015344,Dry,Clear,No collision and no object struck,Thursday,Day,100,2015/07/23,13:30:00,No,1.0,1.0,-37.22833066,145.2223414,MURRINDINDI
T20150015351,Icy,Not known,Vehicle overturned (no collision),Monday,Day,999,2015/07/20,12:00:00,No,1.0,1.0,-37.4723,144.2517199,MOORABOOL
T20150015355,Dry,Not known,Collision with vehicle,Thursday,Dusk/Dawn,60,2015/07/23,17:00:00,No,3.0,1.0,-37.742643,142.0396918,SOUTHERN GRAMPIANS
T20150015361,Dry,Clear,Collision with vehicle,Thursday,Dark Street lights on,60,2015/07/23,18:00:00,Yes,2.0,1.0,-36.12206619,146.8984456,WODONGA
T20150015363,Dry,Clear,Collision with vehicle,Thursday,Dusk/Dawn,60,2015/07/23,18:00:00,Yes,2.0,2.0,-38.16625849,145.9386118,BAW BAW
T20150015365,Dry,Not known,Vehicle overturned (no collision),Sunday,Day,999,2015/07/19,14:30:00,No,1.0,1.0,-35.88704136,144.4084976,GANNAWARRA
T20150015367,Dry,Clear,Collision with vehicle,Thursday,Dark No street lights,100,2015/07/23,18:05:00,Yes,4.0,1.0,-38.36840207,144.2442612,SURF COAST
T20150015368,Dry,Clear,Collision with a fixed object,Thursday,Dark Street lights on,60,2015/07/23,18:35:00,Yes,1.0,1.0,-38.14223052,144.3086642,GREATER GEELONG
T20150015390,Wet,Raining,Collision with a fixed object,Friday,Dark No street lights,100,2015/07/24,03:20:00,Yes,1.0,1.0,-38.50606013,146.0051785,SOUTH GIPPSLAND
T20150015395,Wet,Raining,Vehicle overturned (no collision),Friday,Dusk/Dawn,60,2015/07/24,07:25:00,No,2.0,2.0,-38.14349792,145.8529566,BAW BAW
T20150015400,Dry,Clear,Collision with vehicle,Friday,Dusk/Dawn,100,2015/07/24,07:55:00,No,4.0,3.0,-38.02104745,144.4512981,GREATER GEELONG
T20150015403,Wet,Raining,No collision and no object struck,Sunday,Day,999,2015/02/15,11:00:00,No,1.0,1.0,-38.46558775,145.7793774,SOUTH GIPPSLAND
T20150015408,Dry,Clear,Collision with a fixed object,Friday,Dusk/Dawn,100,2015/07/24,07:15:00,No,1.0,1.0,-38.03059025,144.4308002,GREATER GEELONG
T20150015426,Unknown,Not known,Struck animal,Saturday,Unknown,100,2015/07/18,17:15:00,Yes,1.0,1.0,-37.11922888,144.7604518,MITCHELL
T20150015431,Dry,Clear,Collision with vehicle,Friday,Day,80,2015/07/24,15:28:00,No,4.0,3.0,-38.17527317,144.4666494,GREATER GEELONG
T20150015435,Unknown,Clear,Collision with vehicle,Monday,Dark Street lights on,60,2015/07/20,19:40:00,Yes,2.0,1.0,-38.16277944,144.362096,GREATER GEELONG
T20150015456,Wet,Raining,Collision with a fixed object,Friday,Dark Street lights on,50,2015/07/24,19:35:00,Yes,1.0,1.0,-35.34107043,143.5526778,SWAN HILL
T20150015459,Wet,Clear,Collision with a fixed object,Friday,Dark Street lights on,50,2015/07/24,19:10:00,Yes,1.0,1.0,-36.39107999,145.3559172,GREATER SHEPPARTON
T20150015464,Wet,Raining,collision with some other object,Friday,Dark No street lights,100,2015/07/24,21:20:00,Yes,1.0,1.0,-38.27761396,146.4182523,LATROBE
T20150015466,Wet,Raining,Collision with a fixed object,Friday,Dark No street lights,110,2015/07/24,18:40:00,Yes,1.0,1.0,-37.5499931,144.0624094,MOORABOOL
T20150015487,Dry,Clear,Collision with vehicle,Monday,Dusk/Dawn,50,2015/07/20,16:00:00,No,4.0,1.0,-34.19084797,142.1518525,MILDURA
T20150015500,Dry,Clear,Collision with vehicle,Thursday,Day,80,2015/07/16,10:00:00,No,2.0,1.0,-38.20533539,146.5100382,LATROBE
T20150015502,Wet,Raining,Vehicle overturned (no collision),Friday,Dusk/Dawn,100,2015/07/24,16:30:00,Yes,1.0,1.0,-36.12563034,143.9212338,LODDON
T20150015504,Dry,Clear,Collision with a fixed object,Saturday,Day,100,2015/07/25,11:17:00,No,1.0,1.0,-38.6029887,145.7707691,BASS COAST
T20150015512,Dry,Clear,Collision with vehicle,Thursday,Day,80,2015/07/23,15:30:00,No,2.0,1.0,-38.19306316,146.5472709,LATROBE
T20150015515,Dry,Clear,Collision with vehicle,Saturday,Day,70,2015/07/25,14:00:00,No,5.0,1.0,-38.18285016,144.344682,GREATER GEELONG
T20150015516,Dry,Clear,Collision with vehicle,Sunday,Dark Street lights unknown,50,2015/07/19,18:05:00,Yes,3.0,2.0,-38.38187451,142.4880103,WARRNAMBOOL
T20150015522,Dry,Clear,Collision with vehicle,Saturday,Day,100,2015/07/25,14:50:00,Yes,4.0,3.0,-36.42236245,145.7273394,GREATER SHEPPARTON
T20150015533,Dry,Clear,Collision with vehicle,Saturday,Dusk/Dawn,60,2015/07/25,17:50:00,Yes,4.0,1.0,-34.18089698,142.1576548,MILDURA
T20150015555,Wet,Raining,Collision with a fixed object,Sunday,Day,100,2015/05/31,15:10:00,No,1.0,1.0,-37.80570164,144.2055248,MOORABOOL
T20150015557,Wet,Clear,Collision with vehicle,Sunday,Day,50,2015/07/26,11:25:00,No,2.0,1.0,-37.24257597,144.4544807,MACEDON RANGES
T20150015560,Dry,Clear,No collision and no object struck,Saturday,Day,30,2015/07/25,11:30:00,No,1.0,1.0,-37.58795189,146.1931497,BAW BAW
T20150015567,Wet,Raining,Collision with a fixed object,Sunday,Day,999,2015/07/26,10:45:00,No,2.0,1.0,-38.36465714,144.0739218,SURF COAST
T20150015568,Dry,Clear,Collision with a fixed object,Sunday,Day,100,2015/07/26,12:45:00,No,3.0,2.0,-36.02464,145.3679479,MOIRA
T20150015589,Dry,Clear,Struck animal,Sunday,Dusk/Dawn,100,2015/07/26,18:05:00,Yes,2.0,1.0,-37.11482052,145.2103396,MITCHELL
T20150015594,Wet,Raining,Collision with vehicle,Sunday,Dusk/Dawn,100,2015/07/26,17:20:00,Yes,9.0,1.0,-38.21245633,144.2179698,SURF COAST
T20150015600,Dry,Clear,Collision with vehicle,Monday,Day,60,2015/05/11,16:30:00,Yes,3.0,2.0,-38.16154067,144.3535443,GREATER GEELONG
T20150015615,Wet,Clear,Collision with vehicle,Monday,Dark No street lights,100,2015/07/27,06:45:00,No,2.0,1.0,-37.5026407,144.156368,MOORABOOL
T20150015616,Dry,Clear,Collision with vehicle,Monday,Dark Street lights on,60,2015/07/27,06:00:00,Yes,3.0,1.0,-34.20063636,142.1706488,MILDURA
T20150015617,Dry,Clear,Collision with vehicle,Monday,Day,70,2015/07/27,10:10:00,No,3.0,3.0,-38.19792686,144.3625768,GREATER GEELONG
T20150015622,Wet,Not known,Collision with a fixed object,Monday,Dusk/Dawn,100,2015/07/27,07:20:00,No,1.0,1.0,-35.40200246,142.3588099,YARRIAMBIACK
T20150015624,Dry,Clear,Fall from or in moving vehicle,Monday,Day,50,2015/07/27,14:20:00,No,2.0,2.0,-36.12351678,146.8808407,WODONGA
T20150015626,Dry,Clear,Collision with vehicle,Monday,Day,60,2015/07/27,12:10:00,No,3.0,2.0,-36.38226723,145.4080889,GREATER SHEPPARTON
T20150015628,Unknown,Not known,Struck animal,Sunday,Dark No street lights,100,2015/07/26,20:15:00,Yes,1.0,1.0,-37.79032795,147.111806,WELLINGTON
T20150015666,Dry,Not known,Struck Pedestrian,Monday,Dark Street lights on,60,2015/07/27,22:46:00,Yes,2.0,1.0,-38.20247071,144.3358799,GREATER GEELONG
T20150015673,Dry,Clear,Collision with a fixed object,Friday,Day,80,2015/05/29,14:38:00,No,1.0,1.0,-37.27750362,145.0158767,MITCHELL
T20150015676,Dry,Clear,Struck animal,Saturday,Dusk/Dawn,100,2015/06/06,07:50:00,Yes,1.0,1.0,-36.38251126,146.5981704,WANGARATTA
T20150015690,Dry,Clear,Collision with vehicle,Tuesday,Day,60,2015/07/28,09:05:00,No,2.0,1.0,-38.30837501,146.4205812,LATROBE
T20150015704,Dry,Clear,No collision and no object struck,Tuesday,Day,100,2015/07/28,09:00:00,No,1.0,1.0,-37.74097207,148.4793502,EAST GIPPSLAND
T20150015706,Dry,Clear,Collision with vehicle,Tuesday,Day,100,2015/07/28,14:15:00,No,3.0,2.0,-38.6192943,146.1468885,SOUTH GIPPSLAND
T20150015716,Dry,Clear,Collision with vehicle,Tuesday,Dark Street lights on,60,2015/07/21,18:20:00,Yes,2.0,1.0,-38.0586183,144.3582397,GREATER GEELONG
T20150015717,Dry,Clear,Collision with vehicle,Tuesday,Dusk/Dawn,60,2015/07/28,07:10:00,No,2.0,1.0,-38.17251966,144.318594,GREATER GEELONG
T20150015721,Dry,Not known,Struck Pedestrian,Tuesday,Dark No street lights,50,2015/07/28,18:05:00,Yes,2.0,1.0,-37.56488923,143.8634121,BALLARAT
T20150015726,Unknown,Not known,Collision with vehicle,Saturday,Day,40,2015/06/13,13:00:00,No,2.0,1.0,-38.15015379,144.3622606,GREATER GEELONG
T20150015730,Dry,Clear,Collision with a fixed object,Tuesday,Dark No street lights,100,2015/07/28,18:00:00,Yes,1.0,1.0,-37.18930951,144.8992207,MITCHELL
T20150015731,Dry,Clear,Collision with a fixed object,Wednesday,Day,60,2015/07/22,11:00:00,No,1.0,1.0,-37.30086956,144.9512702,MITCHELL
T20150015732,Wet,Clear,Collision with vehicle,Tuesday,Dark Street lights on,60,2015/07/21,17:50:00,No,2.0,1.0,-37.55519598,143.8175863,BALLARAT
T20150015750,Dry,Clear,Collision with a fixed object,Tuesday,Day,100,2015/07/28,13:15:00,No,3.0,1.0,-37.59556965,143.8056166,BALLARAT
T20150015754,Dry,Clear,Collision with vehicle,Tuesday,Dark Street lights on,80,2015/07/28,17:30:00,No,6.0,2.0,-38.61450998,146.6668501,WELLINGTON
T20150015757,Dry,Clear,Collision with vehicle,Wednesday,Dusk/Dawn,60,2015/07/29,06:50:00,No,2.0,1.0,-38.12305986,144.3410189,GREATER GEELONG
T20150015760,Dry,Clear,Struck animal,Monday,Day,100,2015/03/02,08:30:00,No,1.0,1.0,-36.90063914,144.6888216,GREATER BENDIGO
T20150015767,Dry,Clear,Collision with vehicle,Wednesday,Dusk/Dawn,70,2015/07/29,08:15:00,No,2.0,1.0,-38.11873135,144.3325125,GREATER GEELONG
T20150015770,Dry,Clear,Collision with vehicle,Wednesday,Day,70,2015/07/29,09:55:00,No,5.0,2.0,-38.19699057,144.3420148,GREATER GEELONG
T20150015774,Dry,Clear,Collision with vehicle,Wednesday,Day,60,2015/07/29,09:45:00,No,2.0,1.0,-34.18070092,142.1467789,MILDURA
T20150015776,Wet,Clear,Collision with vehicle,Sunday,Dusk/Dawn,80,2015/07/26,17:30:00,Yes,3.0,1.0,-38.24509916,143.9836012,SURF COAST
T20150015780,Wet,Not known,Collision with a fixed object,Friday,Dusk/Dawn,100,2015/04/17,18:15:00,Yes,1.0,1.0,-36.0788745,145.147863,MOIRA
T20150015790,Dry,Clear,Collision with vehicle,Friday,Day,60,2015/05/01,15:44:00,No,2.0,1.0,-38.15476041,144.3544542,GREATER GEELONG
T20150015791,Dry,Clear,Collision with vehicle,Tuesday,Day,50,2015/07/28,14:20:00,No,3.0,1.0,-38.23898706,146.4033113,LATROBE
T20150015800,Dry,Clear,Collision with a fixed object,Wednesday,Day,50,2015/07/29,14:00:00,No,2.0,2.0,-36.78080035,144.3065401,GREATER BENDIGO
T20150015803,Dry,Clear,Collision with vehicle,Wednesday,Day,100,2015/07/29,15:15:00,No,4.0,2.0,-35.99508671,145.83846,MOIRA
T20150015808,Dry,Clear,Collision with a fixed object,Wednesday,Dusk/Dawn,110,2015/07/29,16:56:00,No,1.0,1.0,-37.49599832,143.7984825,BALLARAT
T20150015810,Dry,Clear,Collision with vehicle,Wednesday,Dusk/Dawn,60,2015/07/29,17:20:00,No,4.0,4.0,-38.08082974,144.3468797,GREATER GEELONG
T20150015812,Wet,Raining,Vehicle overturned (no collision),Saturday,Day,999,2015/07/25,14:00:00,Yes,1.0,1.0,-37.33819867,145.5568697,MURRINDINDI
T20150015813,Wet,Clear,Collision with vehicle,Friday,Dusk/Dawn,70,2015/07/17,06:30:00,No,2.0,1.0,-38.18917951,144.4642899,GREATER GEELONG
T20150015821,Dry,Clear,Collision with vehicle,Wednesday,Day,80,2015/07/29,12:33:00,No,2.0,2.0,-37.38369958,144.4950297,MACEDON RANGES
T20150015825,Dry,Clear,Struck animal,Wednesday,Dark No street lights,100,2015/07/29,23:55:00,Yes,1.0,1.0,-36.9537987,142.5792411,NORTHERN GRAMPIANS
T20150015830,Dry,Clear,Collision with vehicle,Thursday,Dark No street lights,50,2015/07/30,07:30:00,No,2.0,1.0,-38.16360896,145.9308183,BAW BAW
T20150015832,Dry,Clear,Struck animal,Thursday,Dark No street lights,100,2015/07/30,06:40:00,No,1.0,1.0,-38.16802948,143.2161093,CORANGAMITE
T20150015833,Dry,Clear,Struck animal,Thursday,Dusk/Dawn,100,2015/07/30,07:13:00,No,1.0,1.0,-36.3977602,146.2484618,WANGARATTA
T20150015844,Dry,Clear,Collision with vehicle,Thursday,Day,50,2015/07/30,10:55:00,No,3.0,2.0,-36.11810895,146.888048,WODONGA
T20150015846,Dry,Not known,Collision with vehicle,Thursday,Day,60,2015/07/30,10:30:00,No,3.0,1.0,-38.20778743,146.1549161,BAW BAW
T20150015859,Wet,Clear,Vehicle overturned (no collision),Monday,Day,100,2015/05/11,10:00:00,No,1.0,1.0,-37.27311002,144.7475681,MACEDON RANGES
T20150015863,Dry,Clear,Collision with a fixed object,Thursday,Day,100,2015/07/30,13:30:00,No,1.0,1.0,-38.4305302,145.7286001,SOUTH GIPPSLAND
T20150015871,Dry,Clear,Collision with vehicle,Thursday,Day,100,2015/07/30,15:45:00,No,2.0,1.0,-36.32337637,145.3951386,GREATER SHEPPARTON
T20150015884,Wet,Raining,Collision with vehicle,Thursday,Dark Street lights on,60,2015/07/30,20:00:00,Yes,2.0,1.0,-38.13193702,144.3380603,GREATER GEELONG
T20150015889,Dry,Clear,Collision with a fixed object,Thursday,Day,100,2015/07/30,15:30:00,No,2.0,2.0,-36.23440001,142.0343925,HINDMARSH
T20150015896,Wet,Raining,Collision with a fixed object,Thursday,Dark No street lights,80,2015/07/30,22:45:00,Yes,1.0,1.0,-37.34796391,145.0153307,MITCHELL
T20150015899,Icy,Clear,Vehicle overturned (no collision),Friday,Dark No street lights,60,2015/07/31,06:30:00,No,1.0,1.0,-36.73120825,144.2269691,GREATER BENDIGO
T20150015903,Dry,Clear,No collision and no object struck,Friday,Dark No street lights,100,2015/05/01,23:30:00,Yes,1.0,1.0,-36.37048658,144.64646,CAMPASPE
T20150015906,Icy,Fog,Collision with a fixed object,Friday,Dusk/Dawn,110,2015/07/31,07:10:00,No,1.0,1.0,-37.59170139,144.1753901,MOORABOOL
T20150015913,Icy,Clear,Vehicle overturned (no collision),Wednesday,Dark Street lights on,60,2015/07/15,07:15:00,No,1.0,1.0,-36.7422536,144.2965735,GREATER BENDIGO
T20150015916,Dry,Clear,Collision with vehicle,Friday,Dusk/Dawn,60,2015/07/31,08:20:00,No,2.0,1.0,-36.38833207,145.4318216,GREATER SHEPPARTON
T20150015918,Dry,Not known,Collision with vehicle,Monday,Dusk/Dawn,50,2015/07/27,08:15:00,No,2.0,1.0,-38.23399716,146.3849651,LATROBE
